"FND_APP_FLEX_VALUE_SET.ValueSetCode","Value","IndependentValue","IndependentValueNumber","IndependentValueDate","IndependentValueTimestamp","ValueNumber","ValueDate","ValueTimestamp","TranslatedValue","Description","EnabledFlag","StartDateActive","EndDateActive","SummaryFlag","FlexValueAttribute1","FlexValueAttribute2","FlexValueAttribute3","FlexValueAttribute4","FlexValueAttribute5","FlexValueAttribute6","SortOrder","ExternalDataSource","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin"
"UNSPSC_commodity","07","","","","","","","","","07","Y","","","","","","","","","","","","2013/11/11 10:29:20.43","CUSTOMIZED_USER","2013/11/11 10:29:26.848","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","08","","","","","","","","","08","Y","","","","","","","","","","","","2013/11/11 10:29:30.09","CUSTOMIZED_USER","2013/11/11 10:29:35.752","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","09","","","","","","","","","09","Y","","","","","","","","","","","","2013/11/11 10:29:38.035","CUSTOMIZED_USER","2013/11/11 10:29:43.739","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","10","","","","","","","","","10","Y","","","","","","","","","","","","2013/11/11 10:29:57.043","CUSTOMIZED_USER","2013/11/11 10:30:03.517","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","11","","","","","","","","","11","Y","","","","","","","","","","","","2013/11/11 10:30:08.274","CUSTOMIZED_USER","2013/11/11 10:30:12.683","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","12","","","","","","","","","12","Y","","","","","","","","","","","","2013/11/11 10:30:14.791","CUSTOMIZED_USER","2013/11/11 10:30:18.966","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","13","","","","","","","","","13","Y","","","","","","","","","","","","2013/11/11 10:30:20.934","CUSTOMIZED_USER","2013/11/11 10:30:27.28","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","14","","","","","","","","","14","Y","","","","","","","","","","","","2013/11/11 10:30:32.461","CUSTOMIZED_USER","2013/11/11 10:30:37.499","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","15","","","","","","","","","15","Y","","","","","","","","","","","","2013/11/11 10:30:39.921","CUSTOMIZED_USER","2013/11/11 10:30:45.323","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","16","","","","","","","","","16","Y","","","","","","","","","","","","2013/11/11 10:30:47.502","CUSTOMIZED_USER","2013/11/11 10:30:55.283","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","17","","","","","","","","","17","Y","","","","","","","","","","","","2014/09/22 14:25:45.8","CUSTOMIZED_USER","2014/09/22 14:25:53.214","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_commodity","18","","","","","","","","","18","Y","","","","","","","","","","","","2013/11/11 10:31:06.756","CUSTOMIZED_USER","2013/11/11 10:31:13.396","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","19","","","","","","","","","19","Y","","","","","","","","","","","","2014/09/22 14:25:56.028","CUSTOMIZED_USER","2014/09/22 14:26:03.148","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_commodity","20","","","","","","","","","20","Y","","","","","","","","","","","","2013/11/11 10:31:15.755","CUSTOMIZED_USER","2013/11/11 10:31:21.067","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","23","","","","","","","","","23","Y","","","","","","","","","","","","2013/11/11 10:31:25.847","CUSTOMIZED_USER","2013/11/11 10:31:33.635","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","27","","","","","","","","","27","Y","","","","","","","","","","","","2013/11/11 10:31:35.81","CUSTOMIZED_USER","2013/11/11 10:31:43.024","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_commodity","28","","","","","","","","","28","Y","","","","","","","","","","","","2013/11/11 10:31:44.959","CUSTOMIZED_USER","2013/11/11 10:31:50.306","CUSTOMIZED_USER","EAE4431D8F6D1AE0E0436204548CD9F8"
"UNSPSC_family","00","","","","","","","","","00","Y","","","","","","","","","","","","2013/11/11 10:23:30.445","CUSTOMIZED_USER","2013/11/11 10:23:35.001","CUSTOMIZED_USER","EAE4431D8F6A1AE0E0436204548CD9F8"
"UNSPSC_family","10","","","","","","","","","10","Y","","","","","","","","","","","","2014/09/22 14:20:00.532","CUSTOMIZED_USER","2014/09/22 14:20:08.12","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","11","","","","","","","","","11","Y","","","","","","","","","","","","2014/09/22 14:22:15.342","CUSTOMIZED_USER","2014/09/22 14:22:20.191","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","12","","","","","","","","","12","Y","","","","","","","","","","","","2014/09/22 14:22:23.362","CUSTOMIZED_USER","2014/09/22 14:22:33.491","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","13","","","","","","","","","13","Y","","","","","","","","","","","","2013/11/11 10:23:38.945","CUSTOMIZED_USER","2013/11/11 10:23:44.649","CUSTOMIZED_USER","EAE4431D8F6A1AE0E0436204548CD9F8"
"UNSPSC_family","14","","","","","","","","","14","Y","","","","","","","","","","","","2014/09/22 14:22:37.718","CUSTOMIZED_USER","2014/09/22 14:22:43.95","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","15","","","","","","","","","15","Y","","","","","","","","","","","","2014/09/22 14:22:47.535","CUSTOMIZED_USER","2014/09/22 14:22:53.575","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","16","","","","","","","","","16","Y","","","","","","","","","","","","2013/11/11 10:23:50.885","CUSTOMIZED_USER","2013/11/11 10:23:56.098","CUSTOMIZED_USER","EAE4431D8F6A1AE0E0436204548CD9F8"
"UNSPSC_family","17","","","","","","","","","17","Y","","","","","","","","","","","","2014/09/22 14:22:57.757","CUSTOMIZED_USER","2014/09/22 14:23:04.058","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","18","","","","","","","","","18","Y","","","","","","","","","","","","2014/09/22 14:23:09.206","CUSTOMIZED_USER","2014/09/22 14:23:22.595","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","19","","","","","","","","","19","Y","","","","","","","","","","","","2013/11/11 10:23:59.074","CUSTOMIZED_USER","2013/11/11 10:24:05.132","CUSTOMIZED_USER","EAE4431D8F6A1AE0E0436204548CD9F8"
"UNSPSC_family","20","","","","","","","","","20","Y","","","","","","","","","","","","2014/09/22 14:23:25.724","CUSTOMIZED_USER","2014/09/22 14:23:37.425","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_family","21","","","","","","","","","21","Y","","","","","","","","","","","","2013/11/11 10:24:09.23","CUSTOMIZED_USER","2013/11/11 10:24:14.696","CUSTOMIZED_USER","EAE4431D8F6A1AE0E0436204548CD9F8"
"UNSPSC_segment","30","","","","","","","","","30","Y","","","","","","","","","","","","2014/09/22 14:19:07.0","CUSTOMIZED_USER","2014/09/22 14:19:14.371","CUSTOMIZED_USER","03A3395884A236A6E0536204548C3640"
"UNSPSC_segment","31","","","","","","","","","31","Y","","","","","","","","","","","","2013/11/11 10:20:51.225","CUSTOMIZED_USER","2013/11/11 10:21:04.991","CUSTOMIZED_USER","EAE2201C62BF7C43E0436204548CA68E"
"UNSPSC_segment","42","","","","","","","","","42","Y","","","","","","","","","","","","2013/11/11 10:21:11.528","CUSTOMIZED_USER","2013/11/11 10:21:17.841","CUSTOMIZED_USER","EAE2201C62BF7C43E0436204548CA68E"
"UNSPSC_segment","43","","","","","","","","","43","Y","","","","","","","","","","","","2013/11/11 10:21:21.811","CUSTOMIZED_USER","2013/11/11 10:21:26.893","CUSTOMIZED_USER","EAE2201C62BF7C43E0436204548CA68E"
"eCommerce_Area","100","","","","","","","","","Printers","Y","","","","","","","","","","","","2013/11/11 10:45:06.51","CUSTOMIZED_USER","2013/11/11 10:45:12.376","CUSTOMIZED_USER","EAE4431D8F711AE0E0436204548CD9F8"
"eCommerce_Area","1005","","","","","","","","","Servers","Y","","","","","","","","","","","","2013/11/11 10:45:23.94","CUSTOMIZED_USER","2013/11/11 10:45:44.014","CUSTOMIZED_USER","EAE4431D8F731AE0E0436204548CD9F8"
"eCommerce_Area","105","","","","","","","","","Tablets","Y","","","","","","","","","","","","2013/11/11 10:45:54.369","CUSTOMIZED_USER","2013/11/11 10:45:59.427","CUSTOMIZED_USER","EAE51B8CDDB501E6E0436204548C61B8"
"eCommerce_Area","110","","","","","","","","","Smartphones","Y","","","","","","","","","","","","2013/11/11 10:46:05.053","CUSTOMIZED_USER","2013/11/11 10:46:10.346","CUSTOMIZED_USER","EAE51B8CDDB601E6E0436204548C61B8"
"eCommerce_Area","1105","","","","","","","","","Mediical Gloves","Y","","","","","","","","","","","","2013/11/11 10:46:18.821","CUSTOMIZED_USER","2013/11/11 10:46:25.489","CUSTOMIZED_USER","EAE51B8CDDB701E6E0436204548C61B8"
"eCommerce_Area","115","","","","","","","","","Cameras","Y","","","","","","","","","","","","2013/11/11 10:46:33.153","CUSTOMIZED_USER","2013/11/11 10:46:37.378","CUSTOMIZED_USER","EAE51B8CDDB801E6E0436204548C61B8"
"eCommerce_Area","120","","","","","","","","","Digital Photo Frames","Y","","","","","","","","","","","","2013/11/11 10:46:44.267","CUSTOMIZED_USER","2013/11/11 10:46:48.726","CUSTOMIZED_USER","EAE51B8CDDB901E6E0436204548C61B8"
"eCommerce_Area","200","","","","","","","","","Women's Fashion","Y","","","","","","","","","","","","2013/11/11 10:47:01.033","CUSTOMIZED_USER","2013/11/11 10:47:05.797","CUSTOMIZED_USER","EAE51B8CDDBA01E6E0436204548C61B8"
"eCommerce_Area","205","","","","","","","","","Fashion Accessories","Y","","","","","","","","","","","","2013/11/11 10:47:13.631","CUSTOMIZED_USER","2013/11/11 10:47:18.336","CUSTOMIZED_USER","EAE51B8CDDBB01E6E0436204548C61B8"
"eCommerce_Area","300","","","","","","","","","Delicatessen","Y","","","","","","","","","","","","2013/11/11 10:47:25.358","CUSTOMIZED_USER","2013/11/11 10:47:30.316","CUSTOMIZED_USER","EAE51B8CDDBC01E6E0436204548C61B8"
"eCommerce_Area","305","","","","","","","","","Canned Fruit","Y","","","","","","","","","","","","2013/11/11 10:47:39.859","CUSTOMIZED_USER","2013/11/11 10:47:46.494","CUSTOMIZED_USER","EAE51B8CDDBD01E6E0436204548C61B8"
"eCommerce_Area","500","","","","","","","","","Beauty","Y","","","","","","","","","","","","2013/11/11 10:47:51.762","CUSTOMIZED_USER","2013/11/11 10:47:56.983","CUSTOMIZED_USER","EAE51B8CDDBE01E6E0436204548C61B8"
"eCommerce_Area","510","","","","","","","","","Hair Care","Y","","","","","","","","","","","","2013/11/11 10:48:02.919","CUSTOMIZED_USER","2013/11/11 10:48:08.043","CUSTOMIZED_USER","EAE51B8CDDBF01E6E0436204548C61B8"
"eCommerce_Area","520","","","","","","","","","Health Care","Y","","","","","","","","","","","","2013/11/11 10:48:18.384","CUSTOMIZED_USER","2013/11/11 10:48:24.553","CUSTOMIZED_USER","EAE51B8CDDC001E6E0436204548C61B8"
"eCommerce_Area","530","","","","","","","","","Personal Care","Y","","","","","","","","","","","","2013/11/11 10:48:30.82","CUSTOMIZED_USER","2013/11/11 10:48:39.516","CUSTOMIZED_USER","EAE51B8CDDC101E6E0436204548C61B8"
"eCommerce_Area","700","","","","","","","","","Faucets","Y","","","","","","","","","","","","2014/09/22 13:41:46.468","CUSTOMIZED_USER","2014/09/22 13:42:04.038","CUSTOMIZED_USER","03A692FD02C62E47E0536204548C3EE0"
"eCommerce_Area","710","","","","","","","","","Showerheads","Y","","","","","","","","","","","","2014/09/22 13:42:10.166","CUSTOMIZED_USER","2014/09/22 13:42:16.357","CUSTOMIZED_USER","03A692FD02C72E47E0536204548C3EE0"
"eCommerce_Class","10","","","","","","","","","Summer","Y","","","","","","","","","","","","2013/11/11 10:50:07.378","CUSTOMIZED_USER","2013/11/11 10:50:14.238","CUSTOMIZED_USER","EAE51B8CDDC201E6E0436204548C61B8"
"eCommerce_Class","100","","","","","","","","","Belts","Y","","","","","","","","","","","","2013/11/11 10:50:19.633","CUSTOMIZED_USER","2013/11/11 10:50:29.723","CUSTOMIZED_USER","EAE51B8CDDC301E6E0436204548C61B8"
"eCommerce_Class","110","","","","","","","","","Handbags","Y","","","","","","","","","","","","2013/11/11 10:50:36.166","CUSTOMIZED_USER","2013/11/11 10:50:41.443","CUSTOMIZED_USER","EAE51B8CDDC401E6E0436204548C61B8"
"eCommerce_Class","120","","","","","","","","","Sunglasses","Y","","","","","","","","","","","","2013/11/11 10:50:48.985","CUSTOMIZED_USER","2013/11/11 10:50:53.385","CUSTOMIZED_USER","EAE51B8CDDC501E6E0436204548C61B8"
"eCommerce_Class","130","","","","","","","","","Travel Accessories","Y","","","","","","","","","","","","2013/11/11 10:51:00.184","CUSTOMIZED_USER","2013/11/11 10:51:05.778","CUSTOMIZED_USER","EAE51B8CDDC601E6E0436204548C61B8"
"eCommerce_Class","20","","","","","","","","","Autumn","Y","","","","","","","","","","","","2013/11/11 10:51:11.947","CUSTOMIZED_USER","2013/11/11 10:51:15.681","CUSTOMIZED_USER","EAE51B8CDDC701E6E0436204548C61B8"
"eCommerce_Class","30","","","","","","","","","Winter","Y","","","","","","","","","","","","2013/11/11 10:51:21.226","CUSTOMIZED_USER","2013/11/11 10:52:57.942","CUSTOMIZED_USER","EAE4431D8F771AE0E0436204548CD9F8"
"eCommerce_Class","40","","","","","","","","","Spring","Y","","","","","","","","","","","","2013/11/11 10:51:38.06","CUSTOMIZED_USER","2013/11/11 10:53:06.983","CUSTOMIZED_USER","EAE4431D8F771AE0E0436204548CD9F8"
"eCommerce_Class","500","","","","","","","","","Diet and Nutrition","Y","","","","","","","","","","","","2013/11/11 10:53:15.897","CUSTOMIZED_USER","2013/11/11 10:53:22.356","CUSTOMIZED_USER","EAE4431D8F781AE0E0436204548CD9F8"
"eCommerce_Class","510","","","","","","","","","First Aid","Y","","","","","","","","","","","","2013/11/11 10:53:31.64","CUSTOMIZED_USER","2013/11/11 10:53:36.533","CUSTOMIZED_USER","EAE4431D8F791AE0E0436204548CD9F8"
"eCommerce_Class","520","","","","","","","","","Health Care Uniforms","Y","","","","","","","","","","","","2013/11/11 10:53:44.79","CUSTOMIZED_USER","2013/11/11 10:53:50.05","CUSTOMIZED_USER","EAE4431D8F7A1AE0E0436204548CD9F8"
"eCommerce_Class","530","","","","","","","","","Medicine Cabinet","Y","","","","","","","","","","","","2013/11/11 10:54:14.114","CUSTOMIZED_USER","2013/11/11 10:54:19.226","CUSTOMIZED_USER","EAE4431D8F7B1AE0E0436204548CD9F8"
"eCommerce_Department","100","","","","","","","","","Electronics - Home","Y","","","","","","","","","","","","2013/11/11 10:37:28.023","CUSTOMIZED_USER","2013/11/11 10:37:34.262","CUSTOMIZED_USER","EAE155597F3730C5E0436204548C624F"
"eCommerce_Department","1000","","","","","","","","","Computing - Business","Y","","","","","","","","","","","","2013/11/11 10:40:33.859","CUSTOMIZED_USER","2013/11/11 10:40:41.72","CUSTOMIZED_USER","EAE48560530101ABE0436204548CC7D8"
"eCommerce_Department","110","","","","","","","","","Electrical - Home","Y","","","","","","","","","","","","2013/11/11 10:40:56.606","CUSTOMIZED_USER","2013/11/11 10:41:01.909","CUSTOMIZED_USER","EAE51B8CDDB001E6E0436204548C61B8"
"eCommerce_Department","1100","","","","","","","","","Medical - Business","Y","","","","","","","","","","","","2013/11/11 10:41:13.789","CUSTOMIZED_USER","2013/11/11 10:41:21.053","CUSTOMIZED_USER","EAE4431D8F6E1AE0E0436204548CD9F8"
"eCommerce_Department","200","","","","","","","","","Fashion - Home","Y","","","","","","","","","","","","2013/11/11 10:41:31.454","CUSTOMIZED_USER","2013/11/11 10:41:36.495","CUSTOMIZED_USER","EAE4431D8F6F1AE0E0436204548CD9F8"
"eCommerce_Department","300","","","","","","","","","Grocery - Home","Y","","","","","","","","","","","","2013/11/11 10:41:43.349","CUSTOMIZED_USER","2013/11/11 10:41:48.958","CUSTOMIZED_USER","EAE4431D8F701AE0E0436204548CD9F8"
"eCommerce_Department","3000","","","","","","","","","Automotive","Y","","","","","","","","","","","","2013/11/11 10:41:56.495","CUSTOMIZED_USER","2013/11/11 10:42:01.629","CUSTOMIZED_USER","EAE51B8CDDB101E6E0436204548C61B8"
"eCommerce_Department","4000","","","","","","","","","Electronics","Y","","","","","","","","","","","","2013/11/11 10:42:08.12","CUSTOMIZED_USER","2013/11/11 10:42:15.727","CUSTOMIZED_USER","EAE51B8CDDB201E6E0436204548C61B8"
"eCommerce_Department","500","","","","","","","","","Kitchen and Bath","Y","","","","","","","","","","","","2014/09/22 13:40:26.502","CUSTOMIZED_USER","2014/09/22 13:40:44.479","CUSTOMIZED_USER","03A692FD02C52E47E0536204548C3EE0"
"eCommerce_Department","5000","","","","","","","","","Women's Fashion","Y","","","","","","","","","","","","2013/11/11 10:42:24.073","CUSTOMIZED_USER","2013/11/11 10:42:35.082","CUSTOMIZED_USER","EAE51B8CDDB301E6E0436204548C61B8"
"eCommerce_Department","5500","","","","","","","","","Men's Fashion","Y","","","","","","","","","","","","2013/11/11 10:42:41.895","CUSTOMIZED_USER","2013/11/11 10:43:23.8","CUSTOMIZED_USER","EAE51B8CDDB401E6E0436204548C61B8"
"eCommerce_Department","6000","","","","","","","","","Health and Beauty","Y","","","","","","","","","","","","2013/11/11 10:43:31.844","CUSTOMIZED_USER","2013/11/11 10:43:37.117","CUSTOMIZED_USER","EAE48560530301ABE0436204548CC7D8"
"eCommerce_Product_Type","10","","","","","","","","","Home Products","Y","","","","","","","","","","","","2013/11/11 10:35:25.158","CUSTOMIZED_USER","2013/11/11 10:35:34.349","CUSTOMIZED_USER","EAE4856052FF01ABE0436204548CC7D8"
"eCommerce_Product_Type","20","","","","","","","","","Business Products","Y","","","","","","","","","","","","2013/11/11 10:35:43.108","CUSTOMIZED_USER","2013/11/11 10:35:48.06","CUSTOMIZED_USER","EAE155597F3530C5E0436204548C624F"
"eCommerce_Product_Type","30","","","","","","","","","Consumer Products","Y","","","","","","","","","","","","2013/11/11 10:35:54.526","CUSTOMIZED_USER","2013/11/11 10:36:03.08","CUSTOMIZED_USER","EAE155597F3630C5E0436204548C624F"
"eCommerce_SubClass","10","","","","","","","","","Tees","Y","","","","","","","","","","","","2013/11/11 10:55:53.128","CUSTOMIZED_USER","2013/11/11 10:55:57.727","CUSTOMIZED_USER","EAE4431D8F7D1AE0E0436204548CD9F8"
"eCommerce_SubClass","100","","","","","","","","","First Aid Kit","Y","","","","","","","","","","","","2013/11/11 10:56:03.544","CUSTOMIZED_USER","2013/11/11 10:56:12.254","CUSTOMIZED_USER","EAE4431D8F7E1AE0E0436204548CD9F8"
"eCommerce_SubClass","110","","","","","","","","","Gloves","Y","","","","","","","","","","","","2013/11/11 10:56:18.591","CUSTOMIZED_USER","2013/11/11 10:56:22.817","CUSTOMIZED_USER","EAE2201C62C17C43E0436204548CA68E"
"eCommerce_SubClass","120","","","","","","","","","Sutures","Y","","","","","","","","","","","","2014/06/30 13:23:44.571","CUSTOMIZED_USER","2014/06/30 13:24:04.224","CUSTOMIZED_USER","FD0CE50684D81376E0436204548CC13E"
"SMF_value_set","SMF1 - Chief Executive","","","","","","","","","SMF1","Y","","","","","","","","","","","","2018/10/31 17:47:45.0","CUSTOMIZED_USER","2018/10/31 17:57:38.349","CUSTOMIZED_USER","79894F465DB15E8EE0537990DF0A4122"
"SMF_value_set","SMF10 - Chair of the Risk Committee","","","","","","","","","SMF10","Y","","","","","","","","","","","","2018/10/31 17:55:53.934","CUSTOMIZED_USER","2018/10/31 17:57:39.261","CUSTOMIZED_USER","79894F465DB15E8EE0537990DF0A4122"
"SMF_value_set","SMF11 - Chair of the Audit Committee","","","","","","","","","SMF11","Y","","","","","","","","","","","","2018/10/31 17:56:02.756","CUSTOMIZED_USER","2018/10/31 17:57:39.318","CUSTOMIZED_USER","79894F465DB15E8EE0537990DF0A4122"
"SMF_value_set","SMF12 - Chair of the Remuneration Committee","","","","","","","","","SMF12","Y","","","","","","","","","","","","2018/10/31 17:56:12.318","CUSTOMIZED_USER","2018/10/31 17:57:39.42","CUSTOMIZED_USER","79894F465DB15E8EE0537990DF0A4122"
"SMF_value_set","SMF13 - Chair of the Nominations Committee","","","","","","","","","SMF13","Y","","","","","","","","","","","","2018/10/31 17:56:19.671","CUSTOMIZED_USER","2018/10/31 17:57:39.445","CUSTOMIZED_USER","79894F465DB15E8EE0537990DF0A4122"
